Guam,13.444304,144.793731
Burkina Faso,12.238333,-1.561593
Zambia,-13.133897,27.849332
Monaco,43.73841760000001,7.424615799999999
Seychelles,-4.679574,55.491977
Iraq,33.223191,43.679291
Rwanda,-1.940278,29.873888
Grenada,12.1165,-61.67899999999999
South Sudan,6.876991899999999,31.3069788
Somalia,5.152149,46.199616
Mozambique,-18.665695,35.529562
Cuba,21.521757,-77.781167
Sierra Leone,8.460555,-11.779889
Paraguay,-23.442503,-58.443832
Honduras,15.199999,-86.241905
Kazakhstan,48.019573,66.923684
Palestine,31.952162,35.233154
Kyrgyzstan,41.20438,74.766098
Mauritius,-20.348404,57.55215200000001
Trinidad and Tobago,10.691803,-61.222503
Montenegro,42.708678,19.37439
Eritrea,15.179384,39.782334
Mauritania,21.00789,-10.940835
Fiji,-17.713371,178.065032
Gambia,13.443182,-15.310139
Yemen,15.552727,48.516388
Mali,17.570692,-3.996166
Haiti,18.971187,-72.285215
Guinea,9.945587,-9.696645
Liberia,6.428055,-9.429499000000002
Maldives,3.202778,73.22068
Azerbaijan,40.143105,47.576927
Burundi,-3.373056,29.918886
Federated States of Micronesia,7.425554,150.550812
Cape Verde,16.5388,-23.0418
